697,569,128
217,61,156
36,301,-265
543,641,-98
678,370,308
886,707,179
433,98,335
449,491,-42
395,714,-319
628,159,469
339,53,286
519,199,320
80,444,-364
831,959,-128
75,470,-395
694,905,-211
709,866,-157
857,564,293
2,134,-132
543,893,-350
549,946,-397
138,760,-622
341,486,-145
654,843,-189
541,885,-344
294,815,-521
538,717,-179
414,740,-326
381,108,273
595,528,67
776,161,615
454,500,-46
45,931,-886
415,43,372
234,338,-104
414,32,382
857,304,553
549,331,218
260,964,-704
570,311,259
798,339,459
649,331,318
